40.9089 8.28995 182.633
15.0828 5.634 7.22763
3.30189 1.02884 -0.538718
0.418967 0.0927618 -2.43816
-2.05227e-07 -4.63109e-08 2.01767e-07
inf inf -inf
0.0159832 0.00385364 0.0312643
inf inf -inf
-6.51062e-08 -1.88669e-08 1.04816e-08
0.00125404 0.000325708 0.0430444
-6.48381e-08 -3.22506e-08 -3.14988e-08
0.0015462 0.000863437 0.000665884
-6.41809e-08 -1.97441e-08 -6.81725e-08
0.00167634 0.000378682 -0.00121444
-6.36786e-08 -1.90527e-08 1.49431e-08
0.00184392 0.000324538 -3.56952e-05
-7.39313e-08 -1.78091e-08 7.75257e-08
0.00158317 0.000375711 0.000798377
-7.16554e-08 -1.61034e-08 1.09871e-08
0.00149795 0.000236157 -0.00270004
-6.81928e-08 -1.7807e-08 1.15355e-08
0.00210218 0.000375823 -0.000739461
-7.57038e-08 -2.17883e-08 8.11784e-09
0.00159349 0.000568038 -0.000422709
-4.03269e-08 -1.10488e-08 1.45976e-08
0.00114079 0.000334084 -0.000104691
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf -inf
inf inf inf
-6.40318e-08 -1.70538e-08 7.06603e-09
0.00172801 0.000499643 0.000264844
0.00838278 0.00211391 -0.000505808
6.24238e-05 1.24277e-05 -9.16968e-07
2.23092 0.471102 -0.048959
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
3.91986e-05 8.9605e-06 -1.17237e-05
-6.04238e-08 -3.19878e-08 3.21496e-09
0.00151863 0.000509052 0.000166968
0.00440454 0.00205055 -0.000358683
inf inf -inf
0.000400477 0.00016853 3.48785e-05
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
0.00861736 0.00178992 0.000124144
3.64405e-05 6.36853e-06 5.15769e-06
-4.22415e-08 -1.49463e-08 7.82058e-09
0.00134537 0.000243227 -0.000300741
inf inf inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf -inf
-6.19084e-08 -1.67057e-08 -9.04125e-09
0.00166233 0.000580491 0.000185801
6.01764 1.88563 -3.09372
inf inf -inf
inf inf inf
inf inf inf
0.00662773 0.00335529 0.0358392
inf inf inf
inf inf inf
2.52595e-05 6.42046e-06 4.81698e-06
inf inf inf
inf inf -inf
inf inf -inf
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
4.33685 0.847666 0.498485
1.94334e-05 4.57647e-06 -4.55178e-07
-7.13622e-08 -1.85713e-08 -4.36336e-08
0.00164091 0.000535289 -0.0318069
-4.64022e-08 -1.909e-08 -2.59845e-08
0.00101435 0.000271931 -0.000733681
inf inf inf
inf inf -inf
0.109644 0.0362251 -0.00276783
1.91022e-05 3.32486e-06 5.32585e-06
-6.02818e-08 -1.91712e-08 2.88109e-07
0.00162727 0.000341763 0.000128477
-3.40523e-08 -1.62502e-08 2.78888e-08
0.0010964 0.000236516 -0.000199197
-5.07683e-08 -1.49134e-08 -2.74285e-09
0.000915098 0.000443847 -0.000408609
-3.58449e-08 -1.76109e-08 1.10875e-08
0.00119869 0.000273528 0.00152013
-5.86224e-08 -1.90555e-08 -2.70899e-08
0.00154282 0.000530427 8.89133e-05
-5.70471e-08 -3.46691e-08 9.33349e-09
0.00131331 0.000463064 -0.00102924
-5.25983e-08 -1.01353e-08 -3.30922e-09
0.00171564 0.000349961 0.000178417
-7.08371e-08 -8.71356e-09 2.68635e-07
0.00187028 0.000412701 0.000409573
-6.43493e-08 -1.87223e-08 -6.22449e-09
0.00115632 0.000310246 -0.000543462
-5.65467e-08 -1.19446e-08 -1.27797e-08
0.00161748 0.000372365 -9.9434e-05
-7.08545e-08 -1.65235e-08 2.55172e-08
0.00172496 0.000464115 0.00246236
-6.10125e-08 -1.19736e-08 -9.3135e-08
0.00164739 0.000322053 -0.000524966
-4.63037e-08 -1.51564e-08 -1.46126e-10
0.00126041 0.000467457 -0.00150044
inf inf -inf
inf inf -inf
inf inf inf
inf inf inf
inf inf -inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
-5.98662e-08 -1.75892e-08 -2.31004e-12
0.00137928 0.000407683 -0.000615209
0.00835614 0.00213074 0.00425451
1.43872e-05 4.59361e-06 -3.22171e-06
1.99748 0.619677 -0.290326
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
1.32847e-05 4.09001e-06 -1.42799e-06
-5.22211e-08 -2.53532e-08 3.13618e-08
0.00190417 0.000428844 -0.000376302
0.00527077 0.00110141 -0.00734738
inf inf -inf
0.000556585 0.000176858 0.00273596
inf inf -inf
inf inf inf
inf inf inf
inf inf -inf
inf inf -inf
0.00801174 0.0018838 -0.0268484
8.86267e-06 3.36139e-06 -2.28011e-05
-4.09416e-08 -6.30043e-09 -7.65909e-08
0.00101165 0.00027369 -0.000104828
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
inf inf -inf
-6.37165e-08 -1.87456e-08 -9.08265e-08
0.00167295 0.000268912 0.000666852
5.81314 1.3732 1.70728
inf inf -inf
inf inf -inf
inf inf -inf
0.0108518 0.00296593 -0.000823972
inf inf inf
inf inf inf
1.15989e-05 3.70474e-06 -1.18937e-06
inf inf inf
inf inf inf
inf inf -inf
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf -inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf inf
inf inf -inf
inf inf -inf
inf inf -inf
inf inf inf
inf inf -inf
inf inf inf
